Order2020	POAexemptCode	Description
66739	S92.336K	"Nondisplaced fracture of third metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66740	S92.336P	"Nondisplaced fracture of third metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66741	S92.336S	"Nondisplaced fracture of third metatarsal bone, unspecified foot, sequela"
66746	S92.341D	"Displaced fracture of fourth metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66747	S92.341G	"Displaced fracture of fourth metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66748	S92.341K	"Displaced fracture of fourth metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66749	S92.341P	"Displaced fracture of fourth metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66750	S92.341S	"Displaced fracture of fourth metatarsal bone, right foot, sequela"
66754	S92.342D	"Displaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66755	S92.342G	"Displaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66756	S92.342K	"Displaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66757	S92.342P	"Displaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66758	S92.342S	"Displaced fracture of fourth metatarsal bone, left foot, sequela"
66762	S92.343D	"Displaced fracture of fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66763	S92.343G	"Displaced fracture of fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
66764	S92.343K	"Displaced fracture of fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66765	S92.343P	"Displaced fracture of fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66766	S92.343S	"Displaced fracture of fourth metatarsal bone, unspecified foot, sequela"
66770	S92.344D	"Nondisplaced fracture of fourth metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66771	S92.344G	"Nondisplaced fracture of fourth metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66772	S92.344K	"Nondisplaced fracture of fourth metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66773	S92.344P	"Nondisplaced fracture of fourth metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66774	S92.344S	"Nondisplaced fracture of fourth metatarsal bone, right foot, sequela"
66778	S92.345D	"Nondisplaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66779	S92.345G	"Nondisplaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66780	S92.345K	"Nondisplaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66781	S92.345P	"Nondisplaced fracture of fourth metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66782	S92.345S	"Nondisplaced fracture of fourth metatarsal bone, left foot, sequela"
66786	S92.346D	"Nondisplaced fracture of fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66787	S92.346G	"Nondisplaced fracture of fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
66788	S92.346K	"Nondisplaced fracture of fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66789	S92.346P	"Nondisplaced fracture of fourth metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66790	S92.346S	"Nondisplaced fracture of fourth metatarsal bone, unspecified foot, sequela"
66795	S92.351D	"Displaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66796	S92.351G	"Displaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66797	S92.351K	"Displaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66798	S92.351P	"Displaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66799	S92.351S	"Displaced fracture of fifth metatarsal bone, right foot, sequela"
66803	S92.352D	"Displaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66804	S92.352G	"Displaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66805	S92.352K	"Displaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66806	S92.352P	"Displaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66807	S92.352S	"Displaced fracture of fifth metatarsal bone, left foot, sequela"
66811	S92.353D	"Displaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66812	S92.353G	"Displaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
66813	S92.353K	"Displaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66814	S92.353P	"Displaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66815	S92.353S	"Displaced fracture of fifth metatarsal bone, unspecified foot, sequela"
66819	S92.354D	"Nondisplaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with routine healing"
66820	S92.354G	"Nondisplaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with delayed healing"
66821	S92.354K	"Nondisplaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with nonunion"
66822	S92.354P	"Nondisplaced fracture of fifth metatarsal bone, right foot, subsequent encounter for fracture with malunion"
66823	S92.354S	"Nondisplaced fracture of fifth metatarsal bone, right foot, sequela"
66827	S92.355D	"Nondisplaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with routine healing"
66828	S92.355G	"Nondisplaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with delayed healing"
66829	S92.355K	"Nondisplaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with nonunion"
66830	S92.355P	"Nondisplaced fracture of fifth metatarsal bone, left foot, subsequent encounter for fracture with malunion"
66831	S92.355S	"Nondisplaced fracture of fifth metatarsal bone, left foot, sequela"
66835	S92.356D	"Nondisplaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with routine healing"
66836	S92.356G	"Nondisplaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with delayed healing"
66837	S92.356K	"Nondisplaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with nonunion"
66838	S92.356P	"Nondisplaced fracture of fifth metatarsal bone, unspecified foot, subsequent encounter for fracture with malunion"
66839	S92.356S	"Nondisplaced fracture of fifth metatarsal bone, unspecified foot, sequela"
66845	S92.401D	"Displaced unspecified fracture of right great toe, subsequent encounter for fracture with routine healing"
66846	S92.401G	"Displaced unspecified fracture of right great toe, subsequent encounter for fracture with delayed healing"
66847	S92.401K	"Displaced unspecified fracture of right great toe, subsequent encounter for fracture with nonunion"
66848	S92.401P	"Displaced unspecified fracture of right great toe, subsequent encounter for fracture with malunion"
66849	S92.401S	"Displaced unspecified fracture of right great toe, sequela"
66853	S92.402D	"Displaced unspecified fracture of left great toe, subsequent encounter for fracture with routine healing"
66854	S92.402G	"Displaced unspecified fracture of left great toe, subsequent encounter for fracture with delayed healing"
66855	S92.402K	"Displaced unspecified fracture of left great toe, subsequent encounter for fracture with nonunion"
66856	S92.402P	"Displaced unspecified fracture of left great toe, subsequent encounter for fracture with malunion"
66857	S92.402S	"Displaced unspecified fracture of left great toe, sequela"
66861	S92.403D	"Displaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with routine healing"
66862	S92.403G	"Displaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with delayed healing"
66863	S92.403K	"Displaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with nonunion"
66864	S92.403P	"Displaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with malunion"
66865	S92.403S	"Displaced unspecified fracture of unspecified great toe, sequela"
66869	S92.404D	"Nondisplaced unspecified fracture of right great toe, subsequent encounter for fracture with routine healing"
66870	S92.404G	"Nondisplaced unspecified fracture of right great toe, subsequent encounter for fracture with delayed healing"
66871	S92.404K	"Nondisplaced unspecified fracture of right great toe, subsequent encounter for fracture with nonunion"
66872	S92.404P	"Nondisplaced unspecified fracture of right great toe, subsequent encounter for fracture with malunion"
66873	S92.404S	"Nondisplaced unspecified fracture of right great toe, sequela"
66877	S92.405D	"Nondisplaced unspecified fracture of left great toe, subsequent encounter for fracture with routine healing"
66878	S92.405G	"Nondisplaced unspecified fracture of left great toe, subsequent encounter for fracture with delayed healing"
66879	S92.405K	"Nondisplaced unspecified fracture of left great toe, subsequent encounter for fracture with nonunion"
66880	S92.405P	"Nondisplaced unspecified fracture of left great toe, subsequent encounter for fracture with malunion"
66881	S92.405S	"Nondisplaced unspecified fracture of left great toe, sequela"
66885	S92.406D	"Nondisplaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with routine healing"
66886	S92.406G	"Nondisplaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with delayed healing"
66887	S92.406K	"Nondisplaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with nonunion"
66888	S92.406P	"Nondisplaced unspecified fracture of unspecified great toe, subsequent encounter for fracture with malunion"
66889	S92.406S	"Nondisplaced unspecified fracture of unspecified great toe, sequela"
66894	S92.411D	"Displaced fracture of proximal phalanx of right great toe, subsequent encounter for fracture with routine healing"
