Order2017	POAexemptCode	Description
61353	S82.463N	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61354	S82.463P	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion"
61355	S82.463Q	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
61356	S82.463R	"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61357	S82.463S	"Displaced segmental fracture of shaft of unspecified fibula, sequela"
61362	S82.464D	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
61363	S82.464E	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing"
61364	S82.464F	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61365	S82.464G	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing"
61366	S82.464H	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
61367	S82.464J	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61368	S82.464K	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion"
61369	S82.464M	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion"
61370	S82.464N	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61371	S82.464P	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
61372	S82.464Q	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion"
61373	S82.464R	"Nondisplaced segmental fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61374	S82.464S	"Nondisplaced segmental fracture of shaft of right fibula, sequela"
61379	S82.465D	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing"
61380	S82.465E	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing"
61381	S82.465F	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61382	S82.465G	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing"
61383	S82.465H	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing"
61384	S82.465J	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61385	S82.465K	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
61386	S82.465M	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion"
61387	S82.465N	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61388	S82.465P	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion"
61389	S82.465Q	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
61390	S82.465R	"Nondisplaced segmental fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61391	S82.465S	"Nondisplaced segmental fracture of shaft of left fibula, sequela"
61396	S82.466D	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
61397	S82.466E	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
61398	S82.466F	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61399	S82.466G	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
61400	S82.466H	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
61401	S82.466J	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61402	S82.466K	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
61403	S82.466M	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
61404	S82.466N	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61405	S82.466P	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion"
61406	S82.466Q	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
61407	S82.466R	"Nondisplaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61408	S82.466S	"Nondisplaced segmental fracture of shaft of unspecified fibula, sequela"
61414	S82.491D	"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with routine healing"
61415	S82.491E	"Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with routine healing"
61416	S82.491F	"Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61417	S82.491G	"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with delayed healing"
61418	S82.491H	"Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
61419	S82.491J	"Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61420	S82.491K	"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with nonunion"
61421	S82.491M	"Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with nonunion"
61422	S82.491N	"Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61423	S82.491P	"Other fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
61424	S82.491Q	"Other fracture of shaft of right fibula, subsequent encounter for open fracture type I or II with malunion"
61425	S82.491R	"Other fracture of shaft of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61426	S82.491S	"Other fracture of shaft of right fibula, sequela"
61431	S82.492D	"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing"
61432	S82.492E	"Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing"
61433	S82.492F	"Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61434	S82.492G	"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing"
61435	S82.492H	"Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with delayed healing"
61436	S82.492J	"Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61437	S82.492K	"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
61438	S82.492M	"Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion"
61439	S82.492N	"Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61440	S82.492P	"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion"
61441	S82.492Q	"Other fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
61442	S82.492R	"Other fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61443	S82.492S	"Other fracture of shaft of left fibula, sequela"
61448	S82.499D	"Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing"
61449	S82.499E	"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
61450	S82.499F	"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
61451	S82.499G	"Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
61452	S82.499H	"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
61453	S82.499J	"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
61454	S82.499K	"Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion"
61455	S82.499M	"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
61456	S82.499N	"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
61457	S82.499P	"Other fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion"
61458	S82.499Q	"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
61459	S82.499R	"Other fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
61460	S82.499S	"Other fracture of shaft of unspecified fibula, sequela"
