Order	POAexemptCode	Description
60165	S82.54XN	"Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60166	S82.54XP	"Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for closed fracture with malunion"
60167	S82.54XQ	"Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with malunion"
60168	S82.54XR	"Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60169	S82.54XS	"Nondisplaced fracture of medial malleolus of right tibia, sequela"
60174	S82.55XD	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with routine healing"
60175	S82.55XE	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with routine healing"
60176	S82.55XF	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60177	S82.55XG	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with delayed healing"
60178	S82.55XH	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with delayed healing"
60179	S82.55XJ	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60180	S82.55XK	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with nonunion"
60181	S82.55XM	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with nonunion"
60182	S82.55XN	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60183	S82.55XP	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with malunion"
60184	S82.55XQ	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type I or II with malunion"
60185	S82.55XR	"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60186	S82.55XS	"Nondisplaced fracture of medial malleolus of left tibia, sequela"
60191	S82.56XD	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with routine healing"
60192	S82.56XE	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing"
60193	S82.56XF	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60194	S82.56XG	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with delayed healing"
60195	S82.56XH	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing"
60196	S82.56XJ	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60197	S82.56XK	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with nonunion"
60198	S82.56XM	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion"
60199	S82.56XN	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60200	S82.56XP	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with malunion"
60201	S82.56XQ	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type I or II with malunion"
60202	S82.56XR	"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60203	S82.56XS	"Nondisplaced fracture of medial malleolus of unspecified tibia, sequela"
60209	S82.61XD	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for closed fracture with routine healing"
60210	S82.61XE	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type I or II with routine healing"
60211	S82.61XF	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60212	S82.61XG	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for closed fracture with delayed healing"
60213	S82.61XH	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
60214	S82.61XJ	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60215	S82.61XK	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for closed fracture with nonunion"
60216	S82.61XM	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type I or II with nonunion"
60217	S82.61XN	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60218	S82.61XP	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for closed fracture with malunion"
60219	S82.61XQ	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type I or II with malunion"
60220	S82.61XR	"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60221	S82.61XS	"Displaced fracture of lateral malleolus of right fibula, sequela"
60226	S82.62XD	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with routine healing"
60227	S82.62XE	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type I or II with routine healing"
60228	S82.62XF	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60229	S82.62XG	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with delayed healing"
60230	S82.62XH	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type I or II with delayed healing"
60231	S82.62XJ	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60232	S82.62XK	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with nonunion"
60233	S82.62XM	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type I or II with nonunion"
60234	S82.62XN	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60235	S82.62XP	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with malunion"
60236	S82.62XQ	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type I or II with malunion"
60237	S82.62XR	"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60238	S82.62XS	"Displaced fracture of lateral malleolus of left fibula, sequela"
60243	S82.63XD	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for closed fracture with routine healing"
60244	S82.63XE	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing"
60245	S82.63XF	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60246	S82.63XG	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for closed fracture with delayed healing"
60247	S82.63XH	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
60248	S82.63XJ	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60249	S82.63XK	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for closed fracture with nonunion"
60250	S82.63XM	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion"
60251	S82.63XN	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
60252	S82.63XP	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for closed fracture with malunion"
60253	S82.63XQ	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type I or II with malunion"
60254	S82.63XR	"Displaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
60255	S82.63XS	"Displaced fracture of lateral malleolus of unspecified fibula, sequela"
60260	S82.64XD	"Nondisplaced fracture of lateral malleolus of right fibula, subsequent encounter for closed fracture with routine healing"
60261	S82.64XE	"Nondisplaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type I or II with routine healing"
60262	S82.64XF	"Nondisplaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
60263	S82.64XG	"Nondisplaced fracture of lateral malleolus of right fibula, subsequent encounter for closed fracture with delayed healing"
60264	S82.64XH	"Nondisplaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type I or II with delayed healing"
60265	S82.64XJ	"Nondisplaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
60266	S82.64XK	"Nondisplaced fracture of lateral malleolus of right fibula, subsequent encounter for closed fracture with nonunion"
